address,item_index,latitude,longitude,map_url,name,phone,phone_href,raw_data_coord,raw_data_lat,raw_data_long,raw_data_map_url,raw_html
"Bakı şəhəri, Nəsimi rayonu, Bül-bül pr. 83",63,40.3810962,49.8408599,,Respublika Dəri Zöhrəvi Dispanseri,(+994 12) 597-27-46,tel:(+994 12) 597-27-46,"[40.3810962, 49.8408599]",40.3810962,49.8408599,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.3810962, 49.8408599]"" data-lat=""40.3810962"" data-long=""49.8408599"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class="""">Respublika Dəri Zöhrəvi Dispanseri</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Bakı şəhəri, Nəsimi rayonu..."
"Bakı şəhəri, Qaradağ rayonu, Qobustan qəsəbəsi, Namiq Niftəliyev küçəsi.",64,40.0736891,49.4134906,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3046.171335817931!2d49.581778176420514!3d40.22749256713454!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x403a88a802e7fc7f%3A0xce18d5b8f232941e!2sTibb%20Merkezi!5e0!3m2!1saz!2saz!4v1727179867651!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",Qaradağ Tibb Mərkəzi,(+99412) 544-67-73,tel:(+99412) 544-67-73,"[40.0736891, 49.4134906]",40.0736891,49.4134906,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3046.171335817931!2d49.581778176420514!3d40.22749256713454!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x403a88a802e7fc7f%3A0xce18d5b8f232941e!2sTibb%20Merkezi!5e0!3m2!1saz!2saz!4v1727179867651!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","<div class=""accordion-header each-item result-item"" data-coord=""[40.0736891, 49.4134906]"" data-lat=""40.0736891"" data-long=""49.4134906"" data-map-url='&lt;iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3046.171335817931!2d49.581778176420514!3d40.22749256713454!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x403a88a802e7fc7f%3A0xce18d5b8f232941e!2sTibb%20Merkezi!5e0!3m2!1saz!2saz!4v1727179867651!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" load..."
"Gəncə şəhəri, Nizami pr. 410a",65,40.68113888888889,46.36313888888889,,Gəncə Şəhər Birləşmiş Xəstəxanası,(+9942226) 6-58-68,tel:(+9942226) 6-58-68,"[40°40'52.1, 46°21'47.3]",40°40'52.1,46°21'47.3,,"<div class=""accordion-header each-item result-item"" data-coord=""[40°40'52.1, 46°21'47.3]"" data-lat=""40°40'52.1"" data-long=""46°21'47.3"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class="""">Gəncə Şəhər Birləşmiş Xəstəxanası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Gəncə şəhəri, Nizami pr. 41..."
"Bakı şəhəri, Nizami rayonu, Yavər Səfərov 10",66,40.39480555555556,49.91891666666666,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3038.6335222441835!2d49.91617627642672!3d40.394814256972296!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x403063aa2e96a8ff%3A0xe7453e864228b979!2zTml6YW1pIFRpYmIgTcmZcmvJmXpp!5e0!3m2!1saz!2saz!4v1727179926650!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",Nizami Tibb Mərkəzi,(+99412) 570-16-10,tel:(+99412) 570-16-10,"[40°23'41.3, 49°55'08.1]",40°23'41.3,49°55'08.1,"<iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3038.6335222441835!2d49.91617627642672!3d40.394814256972296!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x403063aa2e96a8ff%3A0xe7453e864228b979!2zTml6YW1pIFRpYmIgTcmZcmvJmXpp!5e0!3m2!1saz!2saz!4v1727179926650!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>","<div class=""accordion-header each-item result-item"" data-coord=""[40°23'41.3, 49°55'08.1]"" data-lat=""40°23'41.3"" data-long=""49°55'08.1"" data-map-url='&lt;iframe src=""https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3038.6335222441835!2d49.91617627642672!3d40.394814256972296!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x403063aa2e96a8ff%3A0xe7453e864228b979!2zTml6YW1pIFRpYmIgTcmZcmvJmXpp!5e0!3m2!1saz!2saz!4v1727179926650!5m2!1saz!2saz"" width=""600"" height=""450"" style=""border:0;"" allowful..."
"Abşeron rayonu, Bakı-Quba-Rusiya yolu, şərqi 8-ci km.",67,40.4745319,49.7360647,,Abşeron Rayon Mərkəzi Xəstəxanası,(+99412) 342-26-11,tel:(+99412) 342-26-11,"[40.4745319, 49.7360647]",40.4745319,49.7360647,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.4745319, 49.7360647]"" data-lat=""40.4745319"" data-long=""49.7360647"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class="""">Abşeron Rayon Mərkəzi Xəstəxanası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Abşeron rayonu, Bakı-Quba-R..."
"Ağdam rayonu, Quzanlı qəsəbəsi, Zərifə Əliyeva küçəsi",68,40.1575833,47.1676423,,Ağdam Rayon Mərkəzi Xəstəxanası,(+9942632) 5-02-33,tel:(+9942632) 5-02-33,"[40.1575833, 47.1676423]",40.1575833,47.1676423,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.1575833, 47.1676423]"" data-lat=""40.1575833"" data-long=""47.1676423"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class="""">Ağdam Rayon Mərkəzi Xəstəxanası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Ağdam rayonu, Quzanlı qəsəbəs..."
"Ağdaş şəhəri, Heydər Əliyev prospekti 184",69,40.6446412,47.4967479,,Ağdaş Rayon Mərkəzi Xəstəxanası,(+9942023) 5-54-99,tel:(+9942023) 5-54-99,"[40.6446412, 47.4967479]",40.6446412,47.4967479,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.6446412, 47.4967479]"" data-lat=""40.6446412"" data-long=""47.4967479"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class="""">Ağdaş Rayon Mərkəzi Xəstəxanası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Ağdaş şəhəri, Heydər Əliyev p..."
"Heydər Əliyev, Saatlı, AZ4900",70,40.0402742,47.4404254,,Ağcabədi Rayon Mərkəzi Xəstəxanası,,,"[40.0402742, 47.4404254]",40.0402742,47.4404254,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.0402742, 47.4404254]"" data-lat=""40.0402742"" data-long=""47.4404254"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class="""">Ağcabədi Rayon Mərkəzi Xəstəxanası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Heydər Əliyev, Saatlı, AZ4..."
"Ağstafa şəhəri, Heydər Əliyev prospekti 50",71,41.1121978,45.4404608,,Ağstafa Rayon Mərkəzi Xəstəxanası,(+9942222) 5-15-89,tel:(+9942222) 5-15-89,"[41.1121978, 45.4404608]",41.1121978,45.4404608,,"<div class=""accordion-header each-item result-item"" data-coord=""[41.1121978, 45.4404608]"" data-lat=""41.1121978"" data-long=""45.4404608"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class="""">Ağstafa Rayon Mərkəzi Xəstəxanası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Ağstafa şəhəri, Heydər Əliy..."
Ağsu rayonu M.Ə.Rəsulzadə küçəsi,72,40.5772937,48.3779122,,Ağsu Rayon Mərkəzi Xəstəxanası,(+9942022) 6-23-57,tel:(+9942022) 6-23-57,"[40.5772937, 48.3779122]",40.5772937,48.3779122,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.5772937, 48.3779122]"" data-lat=""40.5772937"" data-long=""48.3779122"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class="""">Ağsu Rayon Mərkəzi Xəstəxanası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Ağsu rayonu M.Ə.Rəsulzadə küçə..."
"Astara şəhəri, M.Cavadzadə küçəsi 1",73,38.4446963,48.8760298,,Astara Rayon Mərkəzi Xəstəxanası,(+9942522) 5-42-24,tel:(+9942522) 5-42-24,"[38.4446963, 48.8760298]",38.4446963,48.8760298,,"<div class=""accordion-header each-item result-item"" data-coord=""[38.4446963, 48.8760298]"" data-lat=""38.4446963"" data-long=""48.8760298"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class="""">Astara Rayon Mərkəzi Xəstəxanası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Astara şəhəri, M.Cavadzadə k..."
"Balakən şəhəri, H.Əliyev küçəsi 1",74,41.7029134,46.4260775,,Balakən Rayon Mərkəzi Xəstəxanası,(+9942429) 5-52-95,tel:(+9942429) 5-52-95,"[41.7029134, 46.4260775]",41.7029134,46.4260775,,"<div class=""accordion-header each-item result-item"" data-coord=""[41.7029134, 46.4260775]"" data-lat=""41.7029134"" data-long=""46.4260775"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class="""">Balakən Rayon Mərkəzi Xəstəxanası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Balakən şəhəri, H.Əliyev kü..."
Beyləqan şəh. Sevil Qazıyeva 21,75,39.776459,47.6168314,,Beyləqan Rayon Mərkəzi Xəstəxanası,(+994 50) 564-43-46,tel:(+994 50) 564-43-46,"[39.776459, 47.6168314]",39.776459,47.6168314,,"<div class=""accordion-header each-item result-item"" data-coord=""[39.776459, 47.6168314]"" data-lat=""39.776459"" data-long=""47.6168314"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class="""">Beyləqan Rayon Mərkəzi Xəstəxanası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Beyləqan şəh. Sevil Qazıyeva..."
"Bərdə rayonu, Nəriman Nərimanov küçəsi 2",76,40.3735037,47.1195914,,Bərdə Rayon Mərkəzi Xəstəxanası,(+9942020) 5-30-90,tel:(+9942020) 5-30-90,"[40.3735037, 47.1195914]",40.3735037,47.1195914,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.3735037, 47.1195914]"" data-lat=""40.3735037"" data-long=""47.1195914"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class="""">Bərdə Rayon Mərkəzi Xəstəxanası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Bərdə rayonu, Nəriman Nəriman..."
"Biləsuvar şəhəri, H. Əliyev küçəsi, 82",77,39.4668425,48.542727,,Biləsuvar Rayon Mərkəzi Xəstəxanası,(+994 2529) 5-38-67,tel:(+994 2529) 5-38-67,"[39.4668425, 48.542727]",39.4668425,48.542727,,"<div class=""accordion-header each-item result-item"" data-coord=""[39.4668425, 48.542727]"" data-lat=""39.4668425"" data-long=""48.542727"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class="""">Biləsuvar Rayon Mərkəzi Xəstəxanası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Biləsuvar şəhəri, H. Əliyev..."
"Qazax şəhəri, Heydər Əliyev prospekti 172",78,41.0975718,45.3788504,,Qazax Rayon Mərkəzi Xəstəxanası,(+9942229) 5-17-82,tel:(+9942229) 5-17-82,"[41.0975718, 45.3788504]",41.0975718,45.3788504,,"<div class=""accordion-header each-item result-item"" data-coord=""[41.0975718, 45.3788504]"" data-lat=""41.0975718"" data-long=""45.3788504"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class="""">Qazax Rayon Mərkəzi Xəstəxanası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Qazax şəhəri, Heydər Əliyev p..."
"Qax rayonu, 9 Aprel küçəsi AZ 3400",79,41.4158483,46.930771,,Qax Rayon Mərkəzi Xəstəxanası,(+994 2425) 5-20-36,tel:(+994 2425) 5-20-36,"[41.4158483, 46.930771]",41.4158483,46.930771,,"<div class=""accordion-header each-item result-item"" data-coord=""[41.4158483, 46.930771]"" data-lat=""41.4158483"" data-long=""46.930771"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class="""">Qax Rayon Mərkəzi Xəstəxanası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Qax rayonu, 9 Aprel küçəsi AZ 340..."
"Qəbələ rayonu, Abbas Səhhət küçəsi 12",80,40.9671303,47.840914,,Qəbələ Rayon Mərkəzi Xəstəxanası,(+9942420) 5-41-60,tel:(+9942420) 5-41-60,"[40.9671303, 47.840914]",40.9671303,47.840914,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.9671303, 47.840914]"" data-lat=""40.9671303"" data-long=""47.840914"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class="""">Qəbələ Rayon Mərkəzi Xəstəxanası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Qəbələ rayonu, Abbas Səhhət kü..."
"Qobustan rayonu, Qobustan şəhər, Heydər Əliyev küçəsi 272",81,40.531033,48.9374175,,Qobustan Rayon Mərkəzi Xəstəxanası,(+9945124) 4-65-45,tel:(+9945124) 4-65-45,"[40.531033, 48.9374175]",40.531033,48.9374175,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.531033, 48.9374175]"" data-lat=""40.531033"" data-long=""48.9374175"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class="""">Qobustan Rayon Mərkəzi Xəstəxanası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Qobustan rayonu, Qobustan şə..."
"Quba rayonu, Fətəli xan küçəsi 42",82,41.3568287,48.4949118,,Quba Rayon Mərkəzi Xəstəxanası,(+9942333) 5-37-47,tel:(+9942333) 5-37-47,"[41.3568287, 48.4949118]",41.3568287,48.4949118,,"<div class=""accordion-header each-item result-item"" data-coord=""[41.3568287, 48.4949118]"" data-lat=""41.3568287"" data-long=""48.4949118"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class="""">Quba Rayon Mərkəzi Xəstəxanası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Quba rayonu, Fətəli xan küçəsi..."
"Sumqayıt şəhəri, Mehdi Hüseynzadə küçəsi 11, 9-cu məhəllə",83,40.5986515,49.665924,,Qubadlı Rayon Mərkəzi Xəstəxanası,(+9941865) 5-89-35,tel:(+9941865) 5-89-35,"[40.5986515, 49.665924]",40.5986515,49.665924,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.5986515, 49.665924]"" data-lat=""40.5986515"" data-long=""49.665924"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class="""">Qubadlı Rayon Mərkəzi Xəstəxanası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Sumqayıt şəhəri, Mehdi Hüseyn..."
"Qusar şəhəri, Məlikov küçəsi 2A",84,41.4242239,48.4485129,,Qusar Rayon Mərkəzi Xəstəxanası,(+9942338) 5-56-73,tel:(+9942338) 5-56-73,"[41.4242239, 48.4485129]",41.4242239,48.4485129,,"<div class=""accordion-header each-item result-item"" data-coord=""[41.4242239, 48.4485129]"" data-lat=""41.4242239"" data-long=""48.4485129"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class="""">Qusar Rayon Mərkəzi Xəstəxanası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Qusar şəhəri, Məlikov küçəsi ..."
"Daşkəsən rayonu, A.Abdullayev 1A",85,40.5241778,46.0787337,,Daşkəsən Rayon Mərkəzi Xəstəxanası,(+9942221) 5-40-22,tel:(+9942221) 5-40-22,"[40.5241778, 46.0787337]",40.5241778,46.0787337,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.5241778, 46.0787337]"" data-lat=""40.5241778"" data-long=""46.0787337"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class="""">Daşkəsən Rayon Mərkəzi Xəstəxanası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Daşkəsən rayonu, A.Abdulla..."
"Şabran rayonu, Heydər Əliyev pr. 93",86,41.2110464,48.9949473,,Şabran Rayon Mərkəzi Xəstəxanası,(+99412) 585-66-15,tel:(+99412) 585-66-15,"[41.2110464, 48.9949473]",41.2110464,48.9949473,,"<div class=""accordion-header each-item result-item"" data-coord=""[41.2110464, 48.9949473]"" data-lat=""41.2110464"" data-long=""48.9949473"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class="""">Şabran Rayon Mərkəzi Xəstəxanası</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <span>Şabran rayonu, Heydər Əliyev..."
"Bakı şəh, Nəsimi r-nu, Abbas Səhhət küç, 32",87,40.39710043698263,49.83990158650951,,Elmi-Tədqiqat Travmatologiya və Ortopediya İnstitutu,(+994 12) 440-53-21 • (+994 12) 440-11-75,tel:(+994 12) 440-53-21 • (+994 12) 440-11-75,"[40.39710043698263, 49.83990158650951]",40.39710043698263,49.83990158650951,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.39710043698263, 49.83990158650951]"" data-lat=""40.39710043698263"" data-long=""49.83990158650951"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class="""">Elmi-Tədqiqat Travmatologiya və Ortopediya İnstitutu</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/lo..."
"Bakı şəh, Xətai pr., 3.",88,40.38412116432101,49.85271900557392,,Elmi-Tədqiqat Tibbi Bərpa İnstitutu,(+99412) 466 44 43,tel:(+99412) 466 44 43,"[40.38412116432101, 49.85271900557392]",40.38412116432101,49.85271900557392,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.38412116432101, 49.85271900557392]"" data-lat=""40.38412116432101"" data-long=""49.85271900557392"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class="""">Elmi-Tədqiqat Tibbi Bərpa İnstitutu</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.svg""/> <sp..."
"Bakı şəhəri, Badamdar qəs., Mustafa bəy Topçubaşov küç., 216",89,40.336093256796595,49.79574061384085,,Elmi-Tədqiqat Tibbi Profilaktika İnstitutu,(012) 594-78-34,tel:(012) 594-78-34,"[40.336093256796595, 49.79574061384085]",40.336093256796595,49.79574061384085,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.336093256796595, 49.79574061384085]"" data-lat=""40.336093256796595"" data-long=""49.79574061384085"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class="""">Elmi-Tədqiqat Tibbi Profilaktika İnstitutu</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/location.s..."
"Bakı şəhəri, E.Süleymanov küç. 2514",90,40.420366403846224,49.946611565095154,,Elmi-Tədqiqat Ağciyər Xəstəlikləri İnstitutu,(+99412) 421 44 98,tel:(+99412) 421 44 98,"[40.420366403846224, 49.946611565095154]",40.420366403846224,49.946611565095154,,"<div class=""accordion-header each-item result-item"" data-coord=""[40.420366403846224, 49.946611565095154]"" data-lat=""40.420366403846224"" data-long=""49.946611565095154"" data-map-url="""" style=""border-radius: 12px""> <div class=""info""> <div style=""display: flex;justify-content: space-between;width: 100%;align-items: center;margin-bottom: 10px;""> <h2 class="""">Elmi-Tədqiqat Ağciyər Xəstəlikləri İnstitutu</h2> </div> <div class=""location chip copy-clipboard""> <img alt=""location"" src=""/app/img/svg/locati..."
